ST    WMF    T_eq          M_p       Age       R_b  R_20mbar  R_1mibar       T_b     T_int           s_env          I/MR^2        L_env         L_rad        L_core        L_grav        u_tot
G   0.9000  1300.0   0.52733018    0.0050   1.77198   2.95216   3.70647   3380.46    214.09   1.3634125e+04   2.6021500e-01  1.92564e+17   1.41999e+13   8.81439e+14   2.98571e+14   6.86025e+30
G   0.9000  1300.0   0.52733018    0.0100   1.69950   2.73647   3.41271   3023.98    156.72   1.3147185e+04   2.6150750e-01  5.11462e+16   1.41620e+13   2.34116e+14   7.93024e+13   2.96085e+30
G   0.9000  1300.0   0.52733018    0.0200   1.65974   2.62049   3.25252   2812.82    119.29   1.2832332e+04   2.6221955e-01  1.65292e+16   1.40873e+13   7.56605e+13   2.56286e+13   8.22253e+29
G   0.9000  1300.0   0.52733018    0.0300   1.64525   2.57931   3.19496   2730.74     93.75   1.2704184e+04   2.6248018e-01  6.44979e+15   1.40147e+13   2.95232e+13   1.00004e+13   4.21817e+28
G   0.9000  1300.0   0.52733018    0.0500   1.63677   2.55547   3.16148   2682.83     62.80   1.2627826e+04   2.6263069e-01  1.58813e+15   1.38810e+13   7.26947e+12   2.46240e+12  -4.13787e+29
G   0.9000  1300.0   0.52733018    0.1000   1.63471   2.54970   3.15335   2671.33     40.15   1.2609321e+04   2.6267000e-01  5.35983e+14   1.37627e+13   2.45340e+12   8.31044e+11  -5.24816e+29
G   0.9000  1300.0   0.52733018    0.2000   1.63471   2.54970   3.15335   2671.32     40.00   1.2609303e+04   2.6267000e-01  5.33290e+14   1.37623e+13   2.44107e+12   8.26868e+11  -5.24819e+29
G   0.9000  1300.0   0.52733018    0.5000   1.63471   2.54970   3.15335   2671.28     39.54   1.2609248e+04   2.6267000e-01  5.25209e+14   1.37613e+13   2.40408e+12   8.14340e+11  -5.24827e+29
G   0.9000  1300.0   0.52733018    1.0000   1.63471   2.54969   3.15334   2671.23     38.78   1.2609157e+04   2.6267000e-01  5.11743e+14   1.37595e+13   2.34244e+12   7.93459e+11  -5.24842e+29
G   0.9000  1300.0   0.52733018    2.0000   1.63471   2.54969   3.15334   2671.11     37.27   1.2608975e+04   2.6267000e-01  4.84809e+14   1.37560e+13   2.21915e+12   7.51698e+11  -5.24870e+29
G   0.9000  1300.0   0.52733018    5.0000   1.63471   2.54967   3.15332   2670.77     32.72   1.2608429e+04   2.6267000e-01  4.04007e+14   1.37454e+13   1.84930e+12   6.26415e+11  -5.24955e+29
G   0.9000  1300.0   0.52733018   10.0000   1.63471   2.54964   3.15329   2670.21     25.14   1.2607520e+04   2.6267000e-01  2.69338e+14   1.37278e+13   1.23286e+12   4.17610e+11  -5.25097e+29
G   0.9000  1300.0   0.52733018   20.0000   1.63470   2.54958   3.15322   2669.08      9.99   1.2605700e+04   2.6267000e-01  7.29906e+03   1.36926e+13   3.34106e+01   1.13173e+01  -5.25381e+29
G   0.9000  1300.0   0.52733018  2.20e+03   1.53518   2.45006   3.05370   2669.50      0.00   1.2606380e+04   2.6267000e-01  0.00000e+00   1.67347e+08   0.00000e+00   0.00000e+00  -5.25381e+29

G   0.9000  1300.0   0.67196366    0.0010   2.57617   5.17453   6.41513   6563.86    658.82   1.6520000e+04   2.3526000e-01  0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00   6.22432e+31
G   0.9000  1300.0   0.67196366    0.0015   2.08527   3.57542   4.40889   4746.92    420.41   1.5112576e+04   2.5349000e-01  3.99738e+18   1.81284e+13  -2.77295e+16   1.00894e+16   2.29608e+31
G   0.9000  1300.0   0.67196366    0.0020   1.96834   3.19960   3.92442   4155.20    337.98   1.4534247e+04   2.5783000e-01  1.48792e+18   1.81235e+13  -1.03216e+16   3.75552e+15   1.36040e+31
G   0.9000  1300.0   0.67196366    0.0030   1.88510   2.93902   3.58282   3701.55    272.56   1.4030594e+04   2.6092250e-01  5.77751e+17   1.81138e+13  -4.00782e+15   1.45824e+15   6.94328e+30
G   0.9000  1300.0   0.67196366    0.0050   1.81755   2.73763   3.31367   3370.98    223.72   1.3621854e+04   2.6343400e-01  2.44140e+17   1.80946e+13  -1.69358e+15   6.16209e+14   1.53775e+30
G   0.9000  1300.0   0.67196366    0.0100   1.75498   2.60016   3.14149   3037.80    166.77   1.3167073e+04   2.6575435e-01  7.07445e+16   1.80463e+13  -4.90750e+14   1.78559e+14  -3.46892e+30
G   0.9000  1300.0   0.67196366    0.0200   1.71957   2.52435   3.04557   2829.47    126.64   1.2857927e+04   2.6706917e-01  2.26889e+16   1.79513e+13  -1.57391e+14   5.72668e+13  -6.30310e+30
G   0.9000  1300.0   0.67196366    0.0300   1.70519   2.49425   3.00719   2746.23    103.85   1.2728618e+04   2.6760355e-01  1.04202e+16   1.78577e+13  -7.22841e+13   2.63005e+13  -7.45325e+30
G   0.9000  1300.0   0.67196366    0.0500   1.69611   2.47543   2.98310   2689.26     72.13   1.2638139e+04   2.6794312e-01  2.74038e+15   1.76889e+13  -1.90098e+13   6.91671e+12  -8.18015e+30
G   0.9000  1300.0   0.67196366    0.1000   1.69336   2.46978   2.97584   2672.11     41.62   1.2610585e+04   2.6804002e-01  6.51497e+14   1.74697e+13  -4.51939e+12   1.64438e+12  -8.40010e+30
G   0.9000  1300.0   0.67196366    0.2000   1.69336   2.46977   2.97583   2672.10     41.46   1.2610566e+04   2.6804012e-01  6.48223e+14   1.74691e+13  -4.49668e+12   1.63611e+12  -8.40032e+30
G   0.9000  1300.0   0.67196366    0.5000   1.69335   2.46976   2.97581   2672.06     40.99   1.2610511e+04   2.6804042e-01  6.38401e+14   1.74672e+13  -4.42854e+12   1.61132e+12  -8.40095e+30
G   0.9000  1300.0   0.67196366    1.0000   1.69334   2.46973   2.97578   2672.00     40.19   1.2610418e+04   2.6804092e-01  6.22032e+14   1.74640e+13  -4.31499e+12   1.57001e+12  -8.40201e+30
G   0.9000  1300.0   0.67196366    2.0000   1.69331   2.46968   2.97571   2671.89     38.60   1.2610233e+04   2.6804192e-01  5.89294e+14   1.74575e+13  -4.08789e+12   1.48737e+12  -8.40412e+30
G   0.9000  1300.0   0.67196366    5.0000   1.69323   2.46952   2.97551   2671.54     33.83   1.2609677e+04   2.6804494e-01  4.91078e+14   1.74383e+13  -3.40657e+12   1.23948e+12  -8.41047e+30
G   0.9000  1300.0   0.67196366   10.0000   1.69310   2.46926   2.97517   2670.97     25.89   1.2608750e+04   2.6804996e-01  3.27385e+14   1.74062e+13  -2.27105e+12   8.26319e+11  -8.42105e+30
G   0.9000  1300.0   0.67196366   20.0000   1.69284   2.46873   2.97449   2669.82      9.99   1.2606896e+04   2.6806000e-01  8.87212e+03   1.73420e+13  -6.15459e+01   2.23933e+01  -8.44220e+30
G   0.9000  1300.0   0.67196366  2.98e+03   1.59392   2.36981   2.87557   2670.24      0.00   1.2607563e+04   2.6806000e-01  0.00000e+00   2.13246e+08   0.00000e+00   0.00000e+00  -8.44220e+30

G   0.9000  1300.0   0.85626648    0.0010   2.56339   4.70504   5.70940   6563.86    694.22   1.6520000e+04   2.3486000e-01  0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00   6.69835e+31
G   0.9000  1300.0   0.85626648    0.0015   2.12384   3.29080   3.93210   4746.92    443.91   1.5112576e+04   2.5577000e-01  5.09340e+18   2.31005e+13   2.19851e+16   1.53834e+16   1.15397e+31
G   0.9000  1300.0   0.85626648    0.0020   2.01780   2.99061   3.55057   4225.45    366.47   1.4607137e+04   2.6081000e-01  2.13595e+18   2.30943e+13   9.21957e+15   6.45114e+15  -1.83559e+30
G   0.9000  1300.0   0.85626648    0.0030   1.93970   2.80814   3.32892   3735.68    290.96   1.4070658e+04   2.6452600e-01  7.85222e+17   2.30820e+13   3.38932e+15   2.37158e+15  -1.16870e+31
G   0.9000  1300.0   0.85626648    0.0050   1.87853   2.67077   3.15979   3393.14    236.94   1.3650504e+04   2.6743300e-01  3.24293e+17   2.30574e+13   1.39977e+15   9.79452e+14  -1.94024e+31
G   0.9000  1300.0   0.85626648    0.0100   1.81997   2.54374   3.00143   3068.55    180.67   1.3211016e+04   2.7021864e-01  1.03581e+17   2.29959e+13   4.47095e+14   3.12842e+14  -2.67891e+31
G   0.9000  1300.0   0.85626648    0.0200   1.78617   2.47300   2.91219   2849.49    134.94   1.2888515e+04   2.7182667e-01  3.12036e+16   2.28748e+13   1.34687e+14   9.42432e+13  -3.10526e+31
G   0.9000  1300.0   0.85626648    0.0300   1.77229   2.44429   2.87578   2761.94    113.88   1.2753290e+04   2.7248919e-01  1.59534e+16   2.27547e+13   6.88612e+13   4.81837e+13  -3.28041e+31
G   0.9000  1300.0   0.85626648    0.0500   1.76241   2.42424   2.85023   2694.30     79.44   1.2646223e+04   2.7295557e-01  4.13143e+15   2.25307e+13   1.78328e+13   1.24780e+13  -3.40488e+31
G   0.9000  1300.0   0.85626648    0.1000   1.75907   2.41749   2.84160   2671.33     32.82   1.2609325e+04   2.7312002e-01  6.51311e+14   2.21753e+13   2.81131e+12   1.96713e+12  -3.44709e+31
G   0.9000  1300.0   0.85626648    0.2000   1.75907   2.41748   2.84159   2671.33     32.71   1.2609319e+04   2.7312017e-01  6.48038e+14   2.21748e+13   2.79718e+12   1.95725e+12  -3.44712e+31
G   0.9000  1300.0   0.85626648    0.5000   1.75906   2.41747   2.84157   2671.31     32.36   1.2609299e+04   2.7312062e-01  6.38219e+14   2.21732e+13   2.75480e+12   1.92759e+12  -3.44724e+31
G   0.9000  1300.0   0.85626648    1.0000   1.75904   2.41744   2.84153   2671.29     31.79   1.2609267e+04   2.7312138e-01  6.21854e+14   2.21706e+13   2.68416e+12   1.87817e+12  -3.44743e+31
G   0.9000  1300.0   0.85626648    2.0000   1.75901   2.41738   2.84146   2671.25     30.64   1.2609203e+04   2.7312288e-01  5.89125e+14   2.21653e+13   2.54289e+12   1.77932e+12  -3.44782e+31
G   0.9000  1300.0   0.85626648    5.0000   1.75892   2.41721   2.84124   2671.13     27.20   1.2609009e+04   2.7312740e-01  4.90938e+14   2.21494e+13   2.11907e+12   1.48276e+12  -3.44897e+31
G   0.9000  1300.0   0.85626648   10.0000   1.75877   2.41693   2.84087   2670.93     21.46   1.2608687e+04   2.7313494e-01  3.27292e+14   2.21228e+13   1.41272e+12   9.88509e+11  -3.45090e+31
G   0.9000  1300.0   0.85626648   20.0000   1.75846   2.41637   2.84014   2670.53      9.99   1.2608043e+04   2.7315000e-01  8.86962e+03   2.20698e+13   3.82847e+01   2.67888e+01  -3.45475e+31
G   0.9000  1300.0   0.85626648  3.62e+03   1.65950   2.31741   2.74118   2670.95      0.00   1.2608707e+04   2.7315000e-01  0.00000e+00   2.71734e+08   0.00000e+00   0.00000e+00  -3.45475e+31

G   0.9000  1300.0   1.09111896    0.0010   2.55348   4.21851   4.98714   6563.86    725.77   1.6520000e+04   2.3758000e-01  0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00   6.06436e+31
G   0.9000  1300.0   1.09111896    0.0015   2.16111   3.10256   3.61148   4746.92    467.84   1.5112576e+04   2.5936000e-01  6.50942e+18   2.94364e+13   3.88627e+16   6.20139e+15  -1.14639e+31
G   0.9000  1300.0   1.09111896    0.0020   2.07169   2.89414   3.36055   4253.98    388.29   1.4636395e+04   2.6432000e-01  2.83846e+18   2.94285e+13   1.69462e+16   2.70414e+15  -2.78962e+31
G   0.9000  1300.0   1.09111896    0.0030   2.00186   2.73403   3.16641   3761.72    308.40   1.4100957e+04   2.6819500e-01  1.05594e+18   2.94128e+13   6.30422e+15   1.00598e+15  -4.07293e+31
G   0.9000  1300.0   1.09111896    0.0050   1.94668   2.61279   3.01746   3414.43    250.85   1.3677846e+04   2.7126000e-01  4.37648e+17   2.93815e+13   2.61286e+15   4.16938e+14  -5.08703e+31
G   0.9000  1300.0   1.09111896    0.0100   1.89271   2.49813   2.87497   3103.42    197.72   1.3260342e+04   2.7425789e-01  1.60607e+17   2.93030e+13   9.58859e+14   1.53007e+14  -6.07883e+31
G   0.9000  1300.0   1.09111896    0.0200   1.85937   2.43055   2.78986   2867.93    144.24   1.2916537e+04   2.7610582e-01  4.41894e+16   2.91487e+13   2.63821e+14   4.20984e+13  -6.69147e+31
G   0.9000  1300.0   1.09111896    0.0300   1.84626   2.40428   2.75661   2779.88    123.72   1.2781293e+04   2.7683227e-01  2.36677e+16   2.89961e+13   1.41301e+14   2.25477e+13  -6.93247e+31
G   0.9000  1300.0   1.09111896    0.0500   1.83561   2.38441   2.73190   2701.67     88.69   1.2657986e+04   2.7742902e-01  6.78252e+15   2.87045e+13   4.04932e+13   6.46157e+12  -7.12837e+31
G   0.9000  1300.0   1.09111896    0.1000   1.83144   2.37726   2.72323   2672.11     35.42   1.2610588e+04   2.7766000e-01  7.86084e+14   2.81248e+13   4.69310e+12   7.48886e+11  -7.20490e+31
G   0.9000  1300.0   1.09111896    0.2000   1.83144   2.37726   2.72323   2672.11     35.30   1.2610580e+04   2.7766005e-01  7.82134e+14   2.81241e+13   4.66951e+12   7.45123e+11  -7.20493e+31
G   0.9000  1300.0   1.09111896    0.5000   1.83143   2.37725   2.72322   2672.09     34.91   1.2610559e+04   2.7766020e-01  7.70283e+14   2.81220e+13   4.59876e+12   7.33833e+11  -7.20500e+31
G   0.9000  1300.0   1.09111896    1.0000   1.83143   2.37724   2.72321   2672.07     34.27   1.2610523e+04   2.7766045e-01  7.50532e+14   2.81187e+13   4.48085e+12   7.15017e+11  -7.20512e+31
G   0.9000  1300.0   1.09111896    2.0000   1.83142   2.37722   2.72318   2672.02     33.00   1.2610451e+04   2.7766096e-01  7.11031e+14   2.81119e+13   4.24501e+12   6.77384e+11  -7.20536e+31
G   0.9000  1300.0   1.09111896    5.0000   1.83138   2.37716   2.72310   2671.89     29.17   1.2610235e+04   2.7766246e-01  5.92525e+14   2.80915e+13   3.53751e+12   5.64487e+11  -7.20608e+31
G   0.9000  1300.0   1.09111896   10.0000   1.83131   2.37705   2.72297   2671.67     22.79   1.2609875e+04   2.7766498e-01  3.95017e+14   2.80576e+13   2.35834e+12   3.76325e+11  -7.20727e+31
G   0.9000  1300.0   1.09111896   20.0000   1.83118   2.37684   2.72271   2671.22     10.02   1.2609155e+04   2.7767000e-01  1.07050e+04   2.79899e+13   6.39111e+01   1.01984e+01  -7.20966e+31
G   0.9000  1300.0   1.09111896  4.58e+03   1.73122   2.27688   2.62275   2671.52      0.00   1.2609625e+04   2.7767000e-01  0.00000e+00   3.46263e+08   0.00000e+00   0.00000e+00  -7.20966e+31

G   0.9000  1300.0   1.39038559    0.0010   2.55838   3.79651   4.35933   6563.86    757.92   1.6520000e+04   2.4006000e-01  0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00   4.94438e+31
G   0.9000  1300.0   1.39038559    0.0015   2.22696   3.01912   3.43815   4813.65    502.19   1.5173178e+04   2.6178000e-01  9.16212e+18   3.75102e+13   4.04981e+16   3.53894e+16  -4.57321e+31
G   0.9000  1300.0   1.39038559    0.0020   2.14465   2.83035   3.21144   4316.69    417.55   1.4699990e+04   2.6717667e-01  4.06450e+18   3.75001e+13   1.79657e+16   1.56994e+16  -6.93681e+31
G   0.9000  1300.0   1.39038559    0.0030   2.07618   2.67886   3.02793   3820.11    332.57   1.4168131e+04   2.7166500e-01  1.53357e+18   3.74800e+13   6.77865e+15   5.92354e+15  -8.90314e+31
G   0.9000  1300.0   1.39038559    0.0050   2.02409   2.58019   2.91206   3452.10    268.24   1.3725826e+04   2.7508200e-01  6.17732e+17   3.74400e+13   2.73048e+15   2.38604e+15  -1.03991e+32
G   0.9000  1300.0   1.39038559    0.0100   1.97422   2.48854   2.80356   3133.43    211.46   1.3302388e+04   2.7835200e-01  2.27361e+17   3.73405e+13   1.00497e+15   8.78199e+14  -1.18312e+32
G   0.9000  1300.0   1.39038559    0.0200   1.94030   2.42883   2.73217   2893.84    156.07   1.2955603e+04   2.8057375e-01  6.59096e+16   3.71431e+13   2.91331e+14   2.54580e+14  -1.28051e+32
G   0.9000  1300.0   1.39038559    0.0300   1.92763   2.40695   2.70589   2802.31    132.79   1.2816110e+04   2.8140194e-01  3.42213e+16   3.69487e+13   1.51264e+14   1.32182e+14  -1.31691e+32
G   0.9000  1300.0   1.39038559    0.0500   1.91596   2.38696   2.68182   2715.57    101.24   1.2680126e+04   2.8216826e-01  1.21730e+16   3.65675e+13   5.38066e+13   4.70190e+13  -1.35043e+32
G   0.9000  1300.0   1.39038559    0.1000   1.91121   2.37896   2.67215   2679.16     63.32   1.2621939e+04   2.8248004e-01  2.62291e+15   3.60046e+13   1.15937e+13   1.01312e+13  -1.36407e+32
G   0.9000  1300.0   1.39038559    0.2000   1.91120   2.37895   2.67214   2679.13     63.05   1.2621881e+04   2.8248034e-01  2.60973e+15   3.60038e+13   1.15354e+13   1.00803e+13  -1.36408e+32
G   0.9000  1300.0   1.39038559    0.5000   1.91119   2.37893   2.67211   2679.02     62.25   1.2621704e+04   2.8248125e-01  2.57019e+15   3.60014e+13   1.13607e+13   9.92755e+12  -1.36412e+32
G   0.9000  1300.0   1.39038559    1.0000   1.91117   2.37889   2.67206   2678.84     60.91   1.2621410e+04   2.8248276e-01  2.50429e+15   3.59974e+13   1.10694e+13   9.67299e+12  -1.36419e+32
G   0.9000  1300.0   1.39038559    2.0000   1.91112   2.37881   2.67196   2678.47     58.23   1.2620821e+04   2.8248577e-01  2.37248e+15   3.59893e+13   1.04868e+13   9.16389e+12  -1.36433e+32
G   0.9000  1300.0   1.39038559    5.0000   1.91098   2.37857   2.67167   2677.37     50.19   1.2619055e+04   2.8249481e-01  1.97707e+15   3.59651e+13   8.73897e+12   7.63657e+12  -1.36474e+32
G   0.9000  1300.0   1.39038559   10.0000   1.91074   2.37817   2.67119   2675.55     36.79   1.2616112e+04   2.8250987e-01  1.31805e+15   3.59247e+13   5.82598e+12   5.09105e+12  -1.36542e+32
G   0.9000  1300.0   1.39038559   20.0000   1.91026   2.37737   2.67022   2671.89      9.99   1.2610226e+04   2.8254000e-01  3.55875e+04   3.58440e+13   1.57301e+02   1.37457e+02  -1.36679e+32
G   0.9000  1300.0   1.39038559  5.79e+03   1.80959   2.27670   2.56955   2672.11      0.00   1.2610585e+04   2.8254000e-01  0.00000e+00   4.41235e+08   0.00000e+00   0.00000e+00  -1.36679e+32

G   0.9000  1300.0   1.77173358    0.0010   2.55499   3.54888   3.99004   6563.86    823.38   1.6520000e+04   2.4045000e-01  0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00   3.00790e+30
G   0.9000  1300.0   1.77173358    0.0015   2.29100   2.93290   3.26761   4813.65    526.38   1.5173178e+04   2.6259000e-01  1.17208e+19   4.77982e+13   7.32136e+16   6.82577e+15  -1.13135e+32
G   0.9000  1300.0   1.77173358    0.0020   2.22277   2.79719   3.11098   4346.05    442.09   1.4729434e+04   2.6831667e-01  5.49371e+18   4.77855e+13   3.43161e+16   3.19933e+15  -1.43152e+32
G   0.9000  1300.0   1.77173358    0.0030   2.16041   2.67763   2.97198   3895.62    360.38   1.4253438e+04   2.7354500e-01  2.29260e+18   4.77599e+13   1.43206e+16   1.33512e+15  -1.70590e+32
G   0.9000  1300.0   1.77173358    0.0050   2.11111   2.58625   2.86498   3510.22    289.91   1.3798802e+04   2.7768700e-01  9.17954e+17   4.77090e+13   5.73394e+15   5.34581e+14  -1.92276e+32
G   0.9000  1300.0   1.77173358    0.0100   2.06412   2.50475   2.77017   3178.92    228.10   1.3365354e+04   2.8162600e-01  3.36938e+17   4.75821e+13   2.10466e+15   1.96220e+14  -2.12951e+32
G   0.9000  1300.0   1.77173358    0.0200   2.02930   2.44798   2.70446   2933.12    173.28   1.3014262e+04   2.8454661e-01  1.09726e+17   4.73299e+13   6.85398e+14   6.39004e+13  -2.28268e+32
G   0.9000  1300.0   1.77173358    0.0300   2.01630   2.42745   2.68057   2832.38    145.29   1.2862387e+04   2.8563254e-01  5.37709e+16   4.70822e+13   3.35877e+14   3.13141e+13  -2.33988e+32
G   0.9000  1300.0   1.77173358    0.0500   2.00413   2.40833   2.65827   2740.43    118.84   1.2719482e+04   2.8665450e-01  2.41489e+16   4.65914e+13   1.50845e+14   1.40634e+13  -2.39343e+32
G   0.9000  1300.0   1.77173358    0.1000   1.99658   2.39665   2.64461   2679.17     64.39   1.2621947e+04   2.8729000e-01  3.18860e+15   4.55337e+13   1.99174e+13   1.85692e+12  -2.42665e+32
G   0.9000  1300.0   1.77173358    0.2000   1.99658   2.39665   2.64461   2679.14     64.12   1.2621893e+04   2.8729020e-01  3.17257e+15   4.55329e+13   1.98173e+13   1.84759e+12  -2.42666e+32
G   0.9000  1300.0   1.77173358    0.5000   1.99657   2.39663   2.64459   2679.04     63.30   1.2621732e+04   2.8729081e-01  3.12450e+15   4.55304e+13   1.95170e+13   1.81959e+12  -2.42670e+32
G   0.9000  1300.0   1.77173358    1.0000   1.99656   2.39661   2.64457   2678.87     61.93   1.2621463e+04   2.8729181e-01  3.04439e+15   4.55262e+13   1.90166e+13   1.77294e+12  -2.42675e+32
G   0.9000  1300.0   1.77173358    2.0000   1.99653   2.39657   2.64452   2678.53     59.20   1.2620926e+04   2.8729382e-01  2.88416e+15   4.55179e+13   1.80157e+13   1.67962e+12  -2.42686e+32
G   0.9000  1300.0   1.77173358    5.0000   1.99646   2.39645   2.64438   2677.53     51.00   1.2619313e+04   2.8729985e-01  2.40347e+15   4.54928e+13   1.50131e+13   1.39969e+12  -2.42718e+32
G   0.9000  1300.0   1.77173358   10.0000   1.99634   2.39625   2.64415   2675.86     37.33   1.2616625e+04   2.8730990e-01  1.60231e+15   4.54511e+13   1.00087e+13   9.33124e+11  -2.42771e+32
G   0.9000  1300.0   1.77173358   20.0000   1.99609   2.39585   2.64368   2672.52     10.00   1.2611249e+04   2.8733000e-01  4.32625e+04   4.53676e+13   2.70234e+02   2.51943e+01  -2.42879e+32
